Time,Float_V,Q10_V,Q20_V
138.5,-73.1163,-61.5732,-73.1164
138.6,-73.0928,-61.4336,-73.0928
138.7,-73.0677,-61.29,-73.0678
138.8,-73.0413,-61.1426,-73.0413
138.9,-73.0135,-60.9902,-73.0136
139,-72.9846,-60.833,-72.9847
139.1,-72.9546,-60.6709,-72.9547
139.2,-72.9237,-60.5039,-72.9237
139.3,-72.8918,-60.3311,-72.8919
139.4,-72.8592,-60.1523,-72.8592
139.5,-72.8257,-59.9668,-72.8258
139.6,-72.7916,-59.7744,-72.7917
139.7,-72.7569,-59.5752,-72.7569
139.8,-72.7215,-59.3682,-72.7216
139.9,-72.6857,-59.1523,-72.6857
140,-72.6493,-58.9277,-72.6494
140.1,-72.6125,-58.6934,-72.6125
140.2,-72.5752,-58.4482,-72.5753
140.3,-72.5376,-58.1914,-72.5377
140.4,-72.4996,-57.9229,-72.4997
140.5,-72.4613,-57.6406,-72.4613
140.6,-72.4226,-57.3438,-72.4227
140.7,-72.3837,-57.0303,-72.3838
140.8,-72.3445,-56.6992,-72.3446
140.9,-72.305,-56.3486,-72.3051
141,-72.2653,-55.9766,-72.2654
141.1,-72.2254,-55.5811,-72.2255
141.2,-72.1852,-55.1592,-72.1853
141.3,-72.1449,-54.708,-72.145
141.4,-72.1044,-54.2246,-72.1045
141.5,-72.0637,-53.7041,-72.0638
141.6,-72.0228,-53.1426,-72.0229
141.7,-71.9818,-52.5332,-71.9819
141.8,-71.9406,-51.8701,-71.9407
141.9,-71.8993,-51.1455,-71.8993
142,-71.8578,-50.3496,-71.8579
142.1,-71.8162,-49.4707,-71.8162
142.2,-71.7744,-48.4951,-71.7745
142.3,-71.7325,-47.4043,-71.7326
142.4,-71.6905,-46.1768,-71.6906
142.5,-71.6484,-44.7842,-71.6485
142.6,-71.6062,-43.1904,-71.6062
142.7,-71.5638,-41.3486,-71.5639
142.8,-71.5213,-39.1943,-71.5214
142.9,-71.4787,-36.6416,-71.4788
143,-71.436,-33.5713,-71.4361
143.1,-71.3932,-29.8096,-71.3933
143.2,-71.3503,-25.1025,-71.3504
143.3,-71.3073,-19.0566,-71.3074
143.4,-71.2642,-11.0391,-71.2643
143.5,-71.2209,0.0322266,-71.221
143.6,-71.1776,16.1426,-71.1777
143.7,-71.1341,41.29,-71.1342
143.8,-71.0906,-65.6387,-71.0907
143.9,-71.0469,-66.2686,-71.047
144,-71.0032,-66.8857,-71.0033
144.1,-70.9593,-67.4873,-70.9594
144.2,-70.9154,-68.0713,-70.9155
144.3,-70.8713,-68.6357,-70.8714
144.4,-70.8271,-69.1777,-70.8272
144.5,-70.7828,-69.6963,-70.7829
144.6,-70.7384,-70.1895,-70.7386
144.7,-70.6939,-70.6572,-70.6941
144.8,-70.6493,-71.0986,-70.6495
144.9,-70.6046,-71.5137,-70.6047
145,-70.5598,-71.9014,-70.5599
145.1,-70.5149,-72.2627,-70.515
145.2,-70.4698,-72.5986,-70.4699
145.3,-70.4246,-72.9092,-70.4248
145.4,-70.3794,-73.1963,-70.3795
145.5,-70.334,-73.46,-70.3341
145.6,-70.2884,-73.7012,-70.2886
145.7,-70.2428,-73.9219,-70.2429
145.8,-70.1971,-74.1221,-70.1972
145.9,-70.1512,-74.3037,-70.1513
146,-70.1052,-74.4678,-70.1053
146.1,-70.0591,-74.6152,-70.0592
146.2,-70.0128,-74.748,-70.0129
146.3,-69.9664,-74.8662,-69.9666
146.4,-69.9199,-74.9717,-69.9201
146.5,-69.8733,-75.0654,-69.8734
146.6,-69.8265,-75.1475,-69.8266
146.7,-69.7796,-75.2197,-69.7797
146.8,-69.7325,-75.2822,-69.7327
146.9,-69.6854,-75.3359,-69.6855
147,-69.638,-75.3828,-69.6382
147.1,-69.5905,-75.4219,-69.5907
147.2,-69.5429,-75.4551,-69.5431
147.3,-69.4951,-75.4814,-69.4953
147.4,-69.4472,-75.5029,-69.4474
147.5,-69.3992,-75.5195,-69.3993
147.6,-69.3509,-75.5312,-69.3511
147.7,-69.3025,-75.5391,-69.3027
147.8,-69.254,-75.543,-69.2541
147.9,-69.2053,-75.5439,-69.2054
148,-69.1564,-75.542,-69.1566
148.1,-69.1074,-75.5371,-69.1075
148.2,-69.0582,-75.5293,-69.0583
148.3,-69.0088,-75.5195,-69.0089
148.4,-68.9592,-75.5078,-68.9594
148.5,-68.9095,-75.4941,-68.9096
148.6,-68.8595,-75.4785,-68.8597
148.7,-68.8094,-75.4609,-68.8096
148.8,-68.7591,-75.4424,-68.7593
148.9,-68.7086,-75.4219,-68.7088
149,-68.6579,-75.4004,-68.6581
149.1,-68.6071,-75.3779,-68.6072
149.2,-68.556,-75.3545,-68.5561
149.3,-68.5047,-75.3311,-68.5049
149.4,-68.4532,-75.3066,-68.4534
149.5,-68.4015,-75.2812,-68.4017
149.6,-68.3495,-75.2549,-68.3497
149.7,-68.2974,-75.2285,-68.2976
149.8,-68.245,-75.2012,-68.2452
149.9,-68.1924,-75.1729,-68.1926
150,-68.1396,-75.1445,-68.1398
150.1,-68.0865,-75.1152,-68.0867
150.2,-68.0332,-75.0859,-68.0334
150.3,-67.9797,-75.0566,-67.9799
150.4,-67.9259,-75.0273,-67.9261
150.5,-67.8718,-74.9971,-67.872
150.6,-67.8175,-74.9668,-67.8177
150.7,-67.7629,-74.9365,-67.7631
150.8,-67.7081,-74.9062,-67.7083
150.9,-67.6529,-74.875,-67.6531
151,-67.5975,-74.8438,-67.5977
151.1,-67.5418,-74.8125,-67.542
151.2,-67.4859,-74.7812,-67.486
151.3,-67.4296,-74.75,-67.4298
151.4,-67.373,-74.7178,-67.3732
151.5,-67.3161,-74.6855,-67.3163
151.6,-67.2589,-74.6533,-67.2591
151.7,-67.2013,-74.6211,-67.2015
151.8,-67.1435,-74.5889,-67.1437
151.9,-67.0853,-74.5566,-67.0855
152,-67.0267,-74.5244,-67.0269
152.1,-66.9678,-74.4922,-66.9681
152.2,-66.9086,-74.46,-66.9088
152.3,-66.849,-74.4277,-66.8492
152.4,-66.789,-74.3955,-66.7892
152.5,-66.7286,-74.3623,-66.7288
152.6,-66.6678,-74.3291,-66.6681
152.7,-66.6067,-74.2959,-66.6069
152.8,-66.5451,-74.2627,-66.5453
152.9,-66.4831,-74.2295,-66.4833
153,-66.4207,-74.1963,-66.4209
153.1,-66.3578,-74.1631,-66.3581
153.2,-66.2945,-74.1299,-66.2948
153.3,-66.2307,-74.0967,-66.231
153.4,-66.1665,-74.0635,-66.1668
153.5,-66.1018,-74.0303,-66.102
153.6,-66.0366,-73.9971,-66.0368
153.7,-65.9709,-73.9639,-65.9711
153.8,-65.9046,-73.9307,-65.9049
153.9,-65.8379,-73.8975,-65.8381
154,-65.7705,-73.8643,-65.7708
154.1,-65.7027,-73.8311,-65.7029
154.2,-65.6342,-73.7979,-65.6345
154.3,-65.5652,-73.7646,-65.5655
154.4,-65.4956,-73.7314,-65.4958
154.5,-65.4253,-73.6973,-65.4256
154.6,-65.3544,-73.6631,-65.3547
154.7,-65.2829,-73.6289,-65.2832
154.8,-65.2107,-73.5957,-65.2109
154.9,-65.1377,-73.5615,-65.138
155,-65.0641,-73.5283,-65.0644
155.1,-64.9898,-73.4941,-64.9901
155.2,-64.9147,-73.46,-64.915
155.3,-64.8388,-73.4258,-64.8391
155.4,-64.7621,-73.3916,-64.7624
155.5,-64.6846,-73.3574,-64.6849
155.6,-64.6062,-73.3232,-64.6066
155.7,-64.527,-73.2891,-64.5273
155.8,-64.4469,-73.2549,-64.4472
155.9,-64.3658,-73.2207,-64.3661
156,-64.2838,-73.1865,-64.2841
156.1,-64.2008,-73.1523,-64.2011
156.2,-64.1168,-73.1182,-64.1171
156.3,-64.0317,-73.084,-64.032
156.4,-63.9455,-73.0498,-63.9458
156.5,-63.8582,-73.0156,-63.8585
156.6,-63.7697,-72.9814,-63.77
156.7,-63.68,-72.9473,-63.6804
156.8,-63.589,-72.9131,-63.5894
156.9,-63.4968,-72.8789,-63.4972
157,-63.4032,-72.8447,-63.4036
157.1,-63.3082,-72.8105,-63.3086
157.2,-63.2117,-72.7754,-63.2121
157.3,-63.1137,-72.7402,-63.1142
157.4,-63.0142,-72.7051,-63.0146
157.5,-62.913,-72.6699,-62.9135
157.6,-62.8102,-72.6348,-62.8106
157.7,-62.7056,-72.5996,-62.706
157.8,-62.5991,-72.5645,-62.5996
157.9,-62.4907,-72.5293,-62.4912
158,-62.3804,-72.4941,-62.3808
158.1,-62.2679,-72.459,-62.2684
158.2,-62.1533,-72.4238,-62.1538
158.3,-62.0364,-72.3887,-62.0369
158.4,-61.9171,-72.3535,-61.9176
158.5,-61.7953,-72.3184,-61.7958
158.6,-61.6709,-72.2832,-61.6714
158.7,-61.5437,-72.248,-61.5443
158.8,-61.4137,-72.2129,-61.4143
158.9,-61.2806,-72.1777,-61.2812
159,-61.1444,-72.1426,-61.145
159.1,-61.0049,-72.1074,-61.0055
159.2,-60.8618,-72.0713,-60.8624
159.3,-60.715,-72.0352,-60.7156
159.4,-60.5643,-71.999,-60.5649
159.5,-60.4094,-71.9629,-60.4101
159.6,-60.2501,-71.9268,-60.2508
159.7,-60.0862,-71.8906,-60.087
159.8,-59.9174,-71.8545,-59.9182
159.9,-59.7433,-71.8184,-59.7441
160,-59.5637,-71.7822,-59.5645
160.1,-59.3781,-71.7461,-59.3789
160.2,-59.1862,-71.71,-59.1871
160.3,-58.9875,-71.6738,-58.9884
160.4,-58.7817,-71.6377,-58.7826
160.5,-58.568,-71.6016,-58.569
160.6,-58.346,-71.5654,-58.3471
160.7,-58.1151,-71.5293,-58.1162
160.8,-57.8746,-71.4932,-57.8757
160.9,-57.6236,-71.4561,-57.6247
161,-57.3613,-71.4189,-57.3625
161.1,-57.0868,-71.3818,-57.0881
161.2,-56.7991,-71.3447,-56.8004
161.3,-56.4968,-71.3076,-56.4982
161.4,-56.1787,-71.2705,-56.1802
161.5,-55.8433,-71.2334,-55.8448
161.6,-55.4888,-71.1963,-55.4904
161.7,-55.1133,-71.1592,-55.115
161.8,-54.7146,-71.1221,-54.7164
161.9,-54.29,-71.085,-54.292
162,-53.8368,-71.0479,-53.8389
162.1,-53.3514,-71.0107,-53.3536
162.2,-52.8298,-70.9727,-52.8323
162.3,-52.2675,-70.9346,-52.2702
162.4,-51.659,-70.8965,-51.6618
162.5,-50.9977,-70.8584,-51.0008
162.6,-50.2758,-70.8203,-50.2792
162.7,-49.4841,-70.7822,-49.4878
162.8,-48.611,-70.7441,-48.6151
162.9,-47.6427,-70.7061,-47.6472
163,-46.5617,-70.668,-46.5668
163.1,-45.3462,-70.6299,-45.352
163.2,-43.9687,-70.5918,-43.9753
163.3,-42.3934,-70.5527,-42.401
163.4,-40.5735,-70.5137,-40.5823
163.5,-38.4466,-70.4746,-38.4569
163.6,-35.9275,-70.4355,-35.9399
163.7,-32.8974,-70.3965,-32.9124
163.8,-29.1857,-70.3574,-29.2043
163.9,-24.5393,-70.3184,-24.5628
164,-18.5676,-70.2793,-18.5983
164.1,-10.6394,-70.2402,-10.681
164.2,0.326648,-70.2012,0.267818
164.3,16.3232,-70.1611,16.2347
164.4,41.3826,-70.1211,41.2383
164.5,-65.5692,-70.0811,-65.5692
164.6,-66.1223,-70.041,-66.1222
164.7,-66.6569,-70.001,-66.6569
164.8,-67.1714,-69.9609,-67.1713
164.9,-67.6641,-69.9209,-67.664
165,-68.1338,-69.8809,-68.1338
165.1,-68.5796,-69.8408,-68.5796
165.2,-69.0009,-69.8008,-69.0009
165.3,-69.3974,-69.7598,-69.3974
165.4,-69.769,-69.7188,-69.769
165.5,-70.1159,-69.6777,-70.1159
165.6,-70.4385,-69.6367,-70.4384
165.7,-70.7373,-69.5957,-70.7373
165.8,-71.0132,-69.5547,-71.0131
165.9,-71.2669,-69.5137,-71.2668
166,-71.4993,-69.4717,-71.4993
166.1,-71.7116,-69.4297,-71.7115
166.2,-71.9047,-69.3877,-71.9047
166.3,-72.0798,-69.3457,-72.0797
166.4,-72.2379,-69.3037,-72.2378
166.5,-72.38,-69.2607,-72.38
166.6,-72.5074,-69.2178,-72.5073
166.7,-72.6209,-69.1748,-72.6209
166.8,-72.7216,-69.1318,-72.7216
166.9,-72.8105,-69.0889,-72.8104
167,-72.8884,-69.0459,-72.8883
167.1,-72.9561,-69.0029,-72.9561
167.2,-73.0145,-68.96,-73.0145
167.3,-73.0644,-68.916,-73.0644
167.4,-73.1065,-68.8721,-73.1064
167.5,-73.1413,-68.8281,-73.1413
167.6,-73.1695,-68.7842,-73.1695
167.7,-73.1916,-68.7402,-73.1916
167.8,-73.2083,-68.6953,-73.2083
167.9,-73.2199,-68.6504,-73.2199
168,-73.2269,-68.6055,-73.2269
168.1,-73.2296,-68.5605,-73.2296
168.2,-73.2285,-68.5156,-73.2286
168.3,-73.224,-68.4697,-73.224
168.4,-73.2162,-68.4238,-73.2162
168.5,-73.2055,-68.3779,-73.2055
168.6,-73.1921,-68.332,-73.1922
168.7,-73.1764,-68.2861,-73.1764
168.8,-73.1584,-68.2393,-73.1584
168.9,-73.1384,-68.1924,-73.1384
169,-73.1165,-68.1455,-73.1165
169.1,-73.093,-68.0986,-73.093
169.2,-73.0679,-68.0508,-73.0679
169.3,-73.0415,-68.0029,-73.0415
169.4,-73.0137,-67.9551,-73.0137
169.5,-72.9848,-67.9072,-72.9848
169.6,-72.9548,-67.8584,-72.9549
169.7,-72.9239,-67.8096,-72.9239
169.8,-72.892,-67.7607,-72.8921
169.9,-72.8594,-67.7109,-72.8594
170,-72.8259,-67.6611,-72.826
170.1,-72.7918,-67.6113,-72.7918
170.2,-72.7571,-67.5615,-72.7571
170.3,-72.7217,-67.5107,-72.7218
170.4,-72.6859,-67.46,-72.6859
170.5,-72.6495,-67.4092,-72.6495
170.6,-72.6127,-67.3584,-72.6127
170.7,-72.5754,-67.3066,-72.5755
170.8,-72.5378,-67.2549,-72.5378
170.9,-72.4998,-67.2031,-72.4998
171,-72.4615,-67.1504,-72.4615
171.1,-72.4228,-67.0977,-72.4229
171.2,-72.3839,-67.0439,-72.3839
171.3,-72.3447,-66.9902,-72.3447
171.4,-72.3052,-66.9365,-72.3053
171.5,-72.2655,-66.8818,-72.2656
171.6,-72.2256,-66.8271,-72.2256
171.7,-72.1854,-66.7715,-72.1855
171.8,-72.1451,-66.7158,-72.1452
171.9,-72.1046,-66.6592,-72.1047
172,-72.0639,-66.6025,-72.0639
172.1,-72.023,-66.5459,-72.0231
172.2,-71.982,-66.4883,-71.982
172.3,-71.9408,-66.4307,-71.9409
172.4,-71.8995,-66.3721,-71.8995
172.5,-71.858,-66.3135,-71.858
172.6,-71.8164,-66.2539,-71.8164
172.7,-71.7746,-66.1943,-71.7747
172.8,-71.7327,-66.1338,-71.7328
172.9,-71.6907,-66.0732,-71.6908
173,-71.6486,-66.0117,-71.6487
173.1,-71.6064,-65.9492,-71.6064
173.2,-71.564,-65.8867,-71.5641
173.3,-71.5215,-65.8232,-71.5216
173.4,-71.4789,-65.7598,-71.479
173.5,-71.4362,-65.6953,-71.4363
173.6,-71.3934,-65.6299,-71.3935
173.7,-71.3505,-65.5635,-71.3506
173.8,-71.3075,-65.4971,-71.3076
173.9,-71.2644,-65.4297,-71.2644
174,-71.2211,-65.3613,-71.2212
174.1,-71.1778,-65.292,-71.1779
174.2,-71.1343,-65.2227,-71.1344
174.3,-71.0908,-65.1523,-71.0909
174.4,-71.0471,-65.0811,-71.0472
174.5,-71.0034,-65.0088,-71.0035
174.6,-70.9595,-64.9355,-70.9596
174.7,-70.9156,-64.8613,-70.9157
174.8,-70.8715,-64.7871,-70.8716
174.9,-70.8273,-64.7119,-70.8274
175,-70.783,-64.6348,-70.7831
175.1,-70.7387,-64.5566,-70.7387
175.2,-70.6942,-64.4775,-70.6942
175.3,-70.6495,-64.3975,-70.6496
175.4,-70.6048,-64.3164,-70.6049
175.5,-70.56,-64.2344,-70.5601
175.6,-70.5151,-64.1504,-70.5152
175.7,-70.47,-64.0654,-70.4701
175.8,-70.4249,-63.9795,-70.4249
175.9,-70.3796,-63.8916,-70.3797
176,-70.3342,-63.8027,-70.3343
176.1,-70.2887,-63.7119,-70.2888
176.2,-70.243,-63.6201,-70.2431
176.3,-70.1973,-63.5264,-70.1974
176.4,-70.1514,-63.4316,-70.1515
176.5,-70.1054,-63.335,-70.1055
176.6,-70.0593,-63.2363,-70.0594
176.7,-70.013,-63.1357,-70.0131
176.8,-69.9666,-63.0332,-69.9668
176.9,-69.9201,-62.9287,-69.9202
177,-69.8735,-62.8223,-69.8736
177.1,-69.8267,-62.7129,-69.8268
177.2,-69.7798,-62.6016,-69.7799
177.3,-69.7328,-62.4873,-69.7329
177.4,-69.6856,-62.3711,-69.6857
177.5,-69.6382,-62.252,-69.6384
177.6,-69.5908,-62.1299,-69.5909
177.7,-69.5431,-62.0049,-69.5433
177.8,-69.4954,-61.877,-69.4955
177.9,-69.4474,-61.7451,-69.4476
178,-69.3994,-61.6104,-69.3995
178.1,-69.3512,-61.4717,-69.3513
178.2,-69.3028,-61.3291,-69.3029
178.3,-69.2542,-61.1826,-69.2543
178.4,-69.2055,-61.0312,-69.2056
178.5,-69.1566,-60.876,-69.1568
178.6,-69.1076,-60.7158,-69.1077
178.7,-69.0584,-60.5498,-69.0585
178.8,-69.009,-60.3789,-69.0091
178.9,-68.9594,-60.2021,-68.9596
179,-68.9097,-60.0186,-68.9098
179.1,-68.8598,-59.8281,-68.8599
179.2,-68.8097,-59.6309,-68.8098
179.3,-68.7594,-59.4258,-68.7595
179.4,-68.7089,-59.2129,-68.709
179.5,-68.6582,-58.9902,-68.6583
179.6,-68.6073,-58.7588,-68.6074
179.7,-68.5562,-58.5166,-68.5564
179.8,-68.5049,-58.2637,-68.5051
179.9,-68.4534,-57.998,-68.4536
180,-68.4017,-57.7197,-68.4019
180.1,-68.3498,-57.4268,-68.3499
180.2,-68.2976,-57.1182,-68.2978
180.3,-68.2453,-56.792,-68.2454
180.4,-68.1927,-56.4473,-68.1928
180.5,-68.1399,-56.082,-68.14
180.6,-68.0868,-55.6934,-68.0869
180.7,-68.0335,-55.2793,-68.0336
180.8,-67.9799,-54.8369,-67.9801
180.9,-67.9261,-54.3623,-67.9263
181,-67.8721,-53.8525,-67.8722
181.1,-67.8177,-53.3027,-67.8179
181.2,-67.7632,-52.707,-67.7633
181.3,-67.7083,-52.0596,-67.7085
181.4,-67.6532,-51.3535,-67.6534
181.5,-67.5978,-50.5791,-67.598
181.6,-67.5421,-49.7246,-67.5423
181.7,-67.4861,-48.7773,-67.4863
181.8,-67.4298,-47.7207,-67.43
181.9,-67.3732,-46.5342,-67.3734
182,-67.3163,-45.1914,-67.3165
182.1,-67.2591,-43.6582,-67.2593
182.2,-67.2016,-41.8906,-67.2018
182.3,-67.1437,-39.8311,-67.1439
182.4,-67.0855,-37.4004,-67.0857
182.5,-67.027,-34.4893,-67.0272
182.6,-66.9681,-30.9424,-66.9683
182.7,-66.9089,-26.5312,-66.909
182.8,-66.8492,-20.9102,-66.8494
182.9,-66.7893,-13.5273,-66.7894
183,-66.7289,-3.45703,-66.7291
183.1,-66.6681,10.9629,-66.6683
183.2,-66.6069,32.9844,-66.6071
183.3,-66.5454,-65.6387,-66.5456
183.4,-66.4834,-66.2676,-66.4836
183.5,-66.421,-66.8838,-66.4212
183.6,-66.3581,-67.4854,-66.3583
183.7,-66.2948,-68.0693,-66.295
183.8,-66.231,-68.6328,-66.2312
183.9,-66.1668,-69.1738,-66.167
184,-66.1021,-69.6914,-66.1023
184.1,-66.0369,-70.1846,-66.0371
184.2,-65.9712,-70.6523,-65.9714
184.3,-65.9049,-71.0928,-65.9052
184.4,-65.8382,-71.5068,-65.8384
184.5,-65.7709,-71.8945,-65.7711
184.6,-65.703,-72.2559,-65.7032
184.7,-65.6345,-72.5918,-65.6348
184.8,-65.5655,-72.9023,-65.5658
184.9,-65.4959,-73.1885,-65.4961
185,-65.4256,-73.4521,-65.4259
185.1,-65.3547,-73.6934,-65.355
185.2,-65.2832,-73.9141,-65.2835
185.3,-65.211,-74.1143,-65.2112
185.4,-65.1381,-74.2959,-65.1383
185.5,-65.0645,-74.46,-65.0647
185.6,-64.9901,-74.6074,-64.9904
185.7,-64.915,-74.7402,-64.9153
185.8,-64.8391,-74.8584,-64.8394
185.9,-64.7624,-74.9639,-64.7627
186,-64.6849,-75.0576,-64.6852
186.1,-64.6066,-75.1396,-64.6069
186.2,-64.5274,-75.2119,-64.5277
186.3,-64.4472,-75.2744,-64.4475
186.4,-64.3662,-75.3291,-64.3665
186.5,-64.2842,-75.376,-64.2845
186.6,-64.2012,-75.415,-64.2015
186.7,-64.1171,-75.4482,-64.1174
186.8,-64.032,-75.4746,-64.0324
186.9,-63.9459,-75.4961,-63.9462
187,-63.8586,-75.5127,-63.8589
187.1,-63.7701,-75.5244,-63.7704
187.2,-63.6804,-75.5322,-63.6807
187.3,-63.5894,-75.5361,-63.5898
187.4,-63.4972,-75.5371,-63.4975
187.5,-63.4036,-75.5352,-63.4039
187.6,-63.3086,-75.5303,-63.3089
187.7,-63.2121,-75.5225,-63.2125
187.8,-63.1142,-75.5127,-63.1146
187.9,-63.0146,-75.501,-63.015
188,-62.9135,-75.4873,-62.9139
188.1,-62.8106,-75.4717,-62.811
188.2,-62.706,-75.4541,-62.7064
188.3,-62.5996,-75.4355,-62.6
188.4,-62.4912,-75.416,-62.4916
188.5,-62.3809,-75.3945,-62.3813
188.6,-62.2684,-75.3721,-62.2688
188.7,-62.1538,-75.3486,-62.1542
188.8,-62.0369,-75.3242,-62.0373
188.9,-61.9176,-75.2998,-61.9181
189,-61.7958,-75.2744,-61.7963
189.1,-61.6714,-75.248,-61.6719
189.2,-61.5443,-75.2217,-61.5448
189.3,-61.4143,-75.1943,-61.4148
189.4,-61.2813,-75.166,-61.2818
189.5,-61.1451,-75.1377,-61.1456
189.6,-61.0055,-75.1094,-61.0061
189.7,-60.8624,-75.0801,-60.863
189.8,-60.7156,-75.0508,-60.7162
189.9,-60.5649,-75.0215,-60.5655
190,-60.4101,-74.9912,-60.4107
190.1,-60.2509,-74.9609,-60.2515
190.2,-60.087,-74.9307,-60.0876
190.3,-59.9182,-74.8994,-59.9188
190.4,-59.7441,-74.8682,-59.7448
190.5,-59.5645,-74.8369,-59.5652
190.6,-59.379,-74.8057,-59.3797
190.7,-59.1871,-74.7744,-59.1879
190.8,-58.9885,-74.7432,-58.9893
190.9,-58.7826,-74.7109,-58.7834
191,-58.569,-74.6787,-58.5699
191.1,-58.3471,-74.6465,-58.348
191.2,-58.1162,-74.6143,-58.1171
191.3,-57.8757,-74.582,-57.8766
191.4,-57.6248,-74.5498,-57.6258
191.5,-57.3626,-74.5176,-57.3636
191.6,-57.0881,-74.4854,-57.0892
191.7,-56.8004,-74.4531,-56.8016
191.8,-56.4982,-74.4209,-56.4994
191.9,-56.1802,-74.3887,-56.1815
192,-55.8449,-74.3555,-55.8462
192.1,-55.4905,-74.3223,-55.4919
192.2,-55.1151,-74.2891,-55.1166
192.3,-54.7165,-74.2559,-54.7181
192.4,-54.2921,-74.2227,-54.2938
192.5,-53.8389,-74.1895,-53.8408
192.6,-53.3537,-74.1562,-53.3556
192.7,-52.8323,-74.123,-52.8344
192.8,-52.2702,-74.0898,-52.2725
192.9,-51.6619,-74.0566,-51.6644
193,-51.0009,-74.0234,-51.0035
193.1,-50.2793,-73.9902,-50.2823
193.2,-49.4879,-73.957,-49.4911
193.3,-48.6152,-73.9238,-48.6188
193.4,-47.6473,-73.8906,-47.6513
193.5,-46.5669,-73.8574,-46.5714
193.6,-45.3521,-73.8242,-45.3572
193.7,-43.9754,-73.791,-43.9812
193.8,-42.4011,-73.7578,-42.4077
193.9,-40.5825,-73.7236,-40.5901
194,-38.4571,-73.6895,-38.4662
194.1,-35.9401,-73.6553,-35.9509
194.2,-32.9127,-73.6221,-32.9258
194.3,-29.2046,-73.5879,-29.2208
194.4,-24.5632,-73.5537,-24.5838
194.5,-18.5988,-73.5205,-18.6256
194.6,-10.6816,-73.4863,-10.7179
194.7,0.266934,-73.4521,0.215621
194.8,16.2334,-73.418,16.1563
194.9,41.2364,-73.3838,41.1105
195,-65.5692,-73.3496,-65.5692
195.1,-66.1222,-73.3154,-66.1222
195.2,-66.6569,-73.2812,-66.6569
195.3,-67.1713,-73.2471,-67.1713
195.4,-67.664,-73.2129,-67.664
195.5,-68.1338,-73.1787,-68.1337
195.6,-68.5796,-73.1445,-68.5795
195.7,-69.0009,-73.1104,-69.0009
195.8,-69.3974,-73.0762,-69.3973
195.9,-69.769,-73.042,-69.7689
196,-70.1159,-73.0078,-70.1158
196.1,-70.4384,-72.9736,-70.4384
196.2,-70.7373,-72.9395,-70.7372
196.3,-71.0131,-72.9053,-71.0131
196.4,-71.2668,-72.8711,-71.2667
196.5,-71.4992,-72.8369,-71.4992
196.6,-71.7115,-72.8027,-71.7115
196.7,-71.9046,-72.7676,-71.9046
196.8,-72.0797,-72.7324,-72.0797
196.9,-72.2378,-72.6973,-72.2377
197,-72.38,-72.6621,-72.3799
197.1,-72.5073,-72.627,-72.5073
197.2,-72.6208,-72.5918,-72.6208
197.3,-72.7215,-72.5566,-72.7215
197.4,-72.8104,-72.5215,-72.8104
197.5,-72.8883,-72.4863,-72.8882
197.6,-72.956,-72.4512,-72.956
197.7,-73.0145,-72.416,-73.0145
197.8,-73.0643,-72.3809,-73.0643
197.9,-73.1064,-72.3457,-73.1064
198,-73.1412,-72.3105,-73.1412
198.1,-73.1694,-72.2754,-73.1694
198.2,-73.1915,-72.2402,-73.1916
198.3,-73.2082,-72.2051,-73.2082
198.4,-73.2198,-72.1699,-73.2198
198.5,-73.2268,-72.1348,-73.2268
198.6,-73.2295,-72.0996,-73.2296
198.7,-73.2285,-72.0635,-73.2285
198.8,-73.2239,-72.0273,-73.2239
198.9,-73.2161,-71.9912,-73.2161
199,-73.2054,-71.9551,-73.2054
199.1,-73.192,-71.9189,-73.1921
199.2,-73.1763,-71.8828,-73.1763
199.3,-73.1583,-71.8467,-73.1583
199.4,-73.1383,-71.8105,-73.1383
199.5,-73.1164,-71.7744,-73.1165
199.6,-73.0929,-71.7383,-73.0929
199.7,-73.0678,-71.7021,-73.0679
199.8,-73.0414,-71.666,-73.0414
199.9,-73.0136,-71.6299,-73.0137
